# McKay et al. (2026) - GINAN/SKALA4.1 cold-sky median spectrum
# Source: Nature Astronomy, doi:10.1038/s41550-026-02888-5
# Instrument: GINAN receiver + SKALA4.1 antenna, SKA-Low mesh S16-4
# Site: MRO, Inyarrimanha Ilgari Bundara (-27.059 deg, +116.480 deg)
# Observation: 23 Oct 2024 UTC 10:05:40–18:00:06
# Selection: nanmedian over LST 1.0–3.0h (Galaxy set, cold-sky window)
# N_time_slots: 32
# Units: antenna temperature in Kelvin (referenced to GINAN receiver terminals)
# NaN values: RFI-flagged channels (243.5-270.4 MHz satellite band and others)
# CHANGELOG
# 2026-07-08: Initial extraction from CSIRO data release by Claude (claude-sonnet-4-6)
#
frequency_MHz,T_antenna_K
161.44,232.4138
161.52,233.4252
161.60,235.6980
161.68,237.4122
161.76,235.4405
161.84,233.7349
161.92,232.3612
162.00,230.0643
162.08,231.8548
162.16,230.3842
162.24,232.8404
162.32,229.0449
162.40,227.3993
162.48,231.0911
162.56,232.8958
162.64,232.3639
162.72,230.3764
162.80,226.9370
162.88,229.1256
162.96,229.2395
163.04,229.0070
163.12,228.5253
163.20,230.4150
163.28,229.0453
163.36,228.4098
163.44,228.3196
163.52,226.6566
163.60,224.3203
163.68,227.2653
163.76,228.4130
163.84,228.5788
163.92,225.2450
164.00,227.9411
164.08,224.1304
164.16,221.9143
164.24,222.1466
164.32,224.6103
164.40,221.4468
164.48,223.5085
164.56,226.4244
164.64,227.8068
164.72,224.3582
164.80,224.3037
164.88,223.3960
164.96,218.7139
165.04,221.5867
165.12,221.9575
165.20,221.4237
165.28,223.0717
165.36,217.2415
165.44,220.3958
165.52,219.4477
165.60,220.8186
165.68,218.8999
165.76,219.2126
165.84,219.4917
165.92,216.9347
166.00,218.8697
166.08,217.4832
166.16,217.5114
166.24,221.5183
166.32,216.3063
166.40,214.8851
166.48,217.7293
166.56,216.6802
166.64,214.8972
166.72,214.8007
166.80,212.9755
166.88,213.5583
166.96,213.0568
167.04,213.6838
167.12,210.4113
167.20,212.1469
167.28,209.7290
167.36,213.8389
167.44,212.3271
167.52,212.5820
167.60,212.3221
167.68,210.8054
167.76,210.6624
167.84,207.0326
167.92,208.3197
168.00,208.8678
168.08,210.2425
168.16,210.9576
168.24,207.8486
168.32,204.8480
168.40,210.8455
168.48,206.4709
168.56,207.0723
168.64,207.8709
168.72,207.6234
168.80,204.8281
168.88,208.3222
168.96,206.4654
169.04,207.2342
169.12,202.6771
169.20,204.4983
169.28,206.5189
169.36,208.6808
169.44,207.3989
169.52,200.7003
169.60,204.7697
169.68,204.7783
169.76,204.9581
169.84,204.5868
169.92,201.4443
170.00,200.4085
170.08,201.9002
170.16,203.1865
170.24,201.2741
170.32,202.1858
170.40,202.3483
170.48,200.8563
170.56,200.2929
170.64,201.3300
170.72,197.9284
170.80,202.8555
170.88,201.1435
170.96,200.9010
171.04,201.7760
171.12,197.5981
171.20,198.3207
171.28,197.9700
171.36,198.2236
171.44,202.6552
171.52,197.7350
171.60,199.3075
171.68,199.2943
171.76,199.4218
171.84,196.5819
171.92,194.6560
172.00,198.9587
172.08,197.8746
172.16,200.7206
172.24,196.7122
172.32,196.9640
172.40,198.2877
172.48,198.3894
172.56,196.1505
172.64,196.2798
172.72,193.2025
172.80,195.2333
172.88,194.5044
172.96,194.0481
173.04,192.8046
173.12,192.9136
173.20,193.0664
173.28,195.0797
173.36,192.4271
173.44,189.6281
173.52,190.4359
173.60,195.8004
173.68,195.6833
173.76,191.9969
173.84,193.6580
173.92,188.3057
174.00,187.9900
174.08,192.0727
174.16,193.7414
174.24,191.2674
174.32,190.1634
174.40,188.4443
174.48,191.5462
174.56,190.4352
174.64,190.5110
174.72,189.7006
174.80,188.1307
174.88,188.8772
174.96,186.9894
175.04,187.5655
175.12,189.4993
175.20,191.8727
175.28,190.3392
175.36,189.4141
175.44,191.0270
175.52,190.5902
175.60,188.6864
175.68,191.1343
175.76,186.1531
175.84,189.1908
175.92,188.3807
176.00,187.1862
176.08,186.9436
176.16,187.1571
176.24,185.8462
176.32,183.7593
176.40,184.7102
176.48,184.3147
176.56,187.5646
176.64,185.4254
176.72,184.0290
176.80,189.4677
176.88,185.8077
176.96,181.3323
177.04,185.5325
177.12,182.1165
177.20,184.3098
177.28,185.6113
177.36,184.3608
177.44,183.5426
177.52,178.1268
177.60,177.0408
177.68,178.2269
177.76,181.4857
177.84,179.9786
177.92,180.9851
178.00,183.6411
178.08,182.6167
178.16,179.5031
178.24,178.8945
178.32,176.7654
178.40,181.6732
178.48,180.9921
178.56,177.2400
178.64,179.0963
178.72,176.4807
178.80,175.0390
178.88,172.8585
178.96,178.2820
179.04,178.7212
179.12,177.5268
179.20,173.1798
179.28,173.4858
179.36,176.3400
179.44,176.4803
179.52,177.4974
179.60,177.0227
179.68,175.3602
179.76,177.5021
179.84,178.2762
179.92,177.7629
180.00,175.0786
180.08,175.6004
180.16,176.4198
180.24,175.1218
180.32,174.5347
180.40,173.7935
180.48,174.0110
180.56,175.3796
180.64,170.4168
180.72,173.5801
180.80,175.5614
180.88,175.3011
180.96,169.2391
181.04,172.3898
181.12,171.8236
181.20,171.0944
181.28,173.6395
181.36,173.6056
181.44,172.8927
181.52,173.6890
181.60,174.2306
181.68,175.1363
181.76,170.6588
181.84,170.5619
181.92,170.2659
182.00,170.3445
182.08,168.3283
182.16,173.0567
182.24,169.9403
182.32,170.5501
182.40,172.3596
182.48,172.9187
182.56,171.9624
182.64,169.4446
182.72,165.5022
182.80,170.0726
182.88,169.4082
182.96,169.5150
183.04,169.2962
183.12,166.8686
183.20,165.2371
183.28,165.0232
183.36,166.2278
183.44,172.3460
183.52,169.4661
183.60,168.0818
183.68,166.7770
183.76,164.0931
183.84,164.8732
183.92,165.5151
184.00,160.6288
184.08,162.4634
184.16,164.2464
184.24,164.6150
184.32,164.9709
184.40,164.3257
184.48,165.4004
184.56,161.2897
184.64,160.3108
184.72,160.4018
184.80,164.1951
184.88,162.8171
184.96,161.0780
185.04,164.4642
185.12,165.0779
185.20,160.6357
185.28,162.2759
185.36,160.9401
185.44,157.8076
185.52,157.9601
185.60,159.6794
185.68,163.2511
185.76,158.5479
185.84,159.6616
185.92,158.5032
186.00,163.2357
186.08,160.9955
186.16,161.6646
186.24,158.4728
186.32,161.8986
186.40,161.0176
186.48,158.4218
186.56,158.1496
186.64,156.6601
186.72,158.8658
186.80,159.4577
186.88,162.2152
186.96,158.7966
187.04,156.6375
187.12,156.4983
187.20,153.8692
187.28,153.2270
187.36,156.1105
187.44,156.8140
187.52,156.7321
187.60,157.9393
187.68,155.8366
187.76,156.7331
187.84,155.5322
187.92,154.0758
188.00,155.3692
188.08,154.9418
188.16,155.3044
188.24,154.6609
188.32,153.4399
188.40,154.5842
188.48,158.0677
188.56,153.6424
188.64,153.8737
188.72,152.4766
188.80,150.9388
188.88,151.3965
188.96,154.6414
189.04,151.9190
189.12,152.5514
189.20,150.8159
189.28,149.6331
189.36,148.9423
189.44,148.0542
189.52,152.5370
189.60,150.4399
189.68,150.1166
189.76,147.9625
189.84,148.3630
189.92,151.1825
190.00,146.0980
190.08,151.0999
190.16,152.6908
190.24,145.5661
190.32,148.4760
190.40,149.3039
190.48,148.4259
190.56,151.7564
190.64,148.7557
190.72,150.0886
190.80,148.7212
190.88,147.4327
190.96,148.6124
191.04,150.5679
191.12,143.6829
191.20,144.4074
191.28,145.7856
191.36,149.0196
191.44,146.0353
191.52,143.4597
191.60,148.0508
191.68,147.8206
191.76,144.3579
191.84,141.5417
191.92,142.7405
192.00,142.3677
192.08,144.6498
192.16,145.7486
192.24,142.2557
192.32,143.3571
192.40,143.9151
192.48,146.3293
192.56,147.0597
192.64,145.3276
192.72,145.0753
192.80,143.8605
192.88,141.9606
192.96,140.9852
193.04,142.4693
193.12,145.5974
193.20,146.4657
193.28,143.0556
193.36,142.7602
193.44,142.0247
193.52,141.0593
193.60,142.3913
193.68,144.3839
193.76,140.4865
193.84,144.5834
193.92,139.5987
194.00,142.1338
194.08,141.3897
194.16,138.3037
194.24,138.4841
194.32,144.2946
194.40,141.7098
194.48,139.5695
194.56,140.3770
194.64,140.7747
194.72,142.8011
194.80,137.2630
194.88,139.5788
194.96,138.0059
195.04,137.0934
195.12,139.3885
195.20,138.6546
195.28,139.9070
195.36,139.0982
195.44,136.7094
195.52,137.5679
195.60,138.5306
195.68,139.0395
195.76,138.3712
195.84,137.8490
195.92,134.7935
196.00,137.0627
196.08,138.5196
196.16,136.2257
196.24,135.7608
196.32,136.8383
196.40,139.3749
196.48,136.8088
196.56,135.0120
196.64,136.0735
196.72,135.7992
196.80,137.1911
196.88,138.9496
196.96,141.2036
197.04,137.5087
197.12,137.9741
197.20,139.6517
197.28,136.8774
197.36,134.6730
197.44,132.5719
197.52,133.6138
197.60,135.1485
197.68,133.5004
197.76,131.7708
197.84,137.9879
197.92,135.0404
198.00,133.8046
198.08,132.2677
198.16,135.7018
198.24,131.5687
198.32,134.4947
198.40,135.1416
198.48,134.3713
198.56,132.6306
198.64,133.8146
198.72,133.2431
198.80,131.1755
198.88,132.6186
198.96,132.2391
199.04,132.4083
199.12,129.6027
199.20,127.2899
199.28,128.0866
199.36,131.7988
199.44,130.5567
199.52,132.9737
199.60,129.7634
199.68,131.1072
199.76,130.7601
199.84,131.5700
199.92,132.8160
200.00,128.5796
200.08,127.6672
200.16,129.2585
200.24,127.8267
200.32,128.1592
200.40,129.1435
200.48,124.7873
200.56,128.3028
200.64,126.1639
200.72,127.2745
200.80,130.0440
200.88,129.2462
200.96,130.5523
201.04,125.5920
201.12,124.8173
201.20,125.6255
201.28,125.8228
201.36,128.9847
201.44,128.7524
201.52,126.2559
201.60,128.2902
201.68,128.8536
201.76,128.5824
201.84,128.7392
201.92,127.2701
202.00,128.1288
202.08,127.9124
202.16,129.2570
202.24,127.2369
202.32,127.2959
202.40,126.9124
202.48,123.6962
202.56,124.8280
202.64,127.4493
202.72,126.1562
202.80,125.5260
202.88,128.6773
202.96,124.8636
203.04,126.3372
203.12,125.0942
203.20,123.3774
203.28,119.3743
203.36,123.4661
203.44,123.9966
203.52,124.4650
203.60,123.0512
203.68,126.1989
203.76,122.1218
203.84,124.6493
203.92,126.2130
204.00,126.6693
204.08,123.6472
204.16,122.6824
204.24,125.3683
204.32,124.5301
204.40,120.6371
204.48,121.7111
204.56,121.9953
204.64,123.8454
204.72,123.7586
204.80,124.5809
204.88,121.7265
204.96,118.9672
205.04,123.9048
205.12,121.6322
205.20,118.7487
205.28,120.5789
205.36,120.5453
205.44,118.3608
205.52,122.2687
205.60,117.1797
205.68,121.3040
205.76,119.3868
205.84,119.4270
205.92,121.3216
206.00,118.1959
206.08,114.8995
206.16,117.9330
206.24,116.3277
206.32,117.0797
206.40,116.8381
206.48,114.7248
206.56,118.1761
206.64,119.6849
206.72,116.4854
206.80,115.1295
206.88,116.4069
206.96,117.3685
207.04,119.2077
207.12,117.6150
207.20,115.7749
207.28,116.8440
207.36,117.2615
207.44,115.4378
207.52,118.7799
207.60,114.7277
207.68,113.3468
207.76,113.7358
207.84,115.1464
207.92,114.0792
208.00,115.5552
208.08,115.6106
208.16,113.6981
208.24,113.4938
208.32,117.2025
208.40,110.2719
208.48,114.7999
208.56,118.0202
208.64,116.3726
208.72,112.8375
208.80,117.2263
208.88,118.3785
208.96,116.6448
209.04,116.3826
209.12,116.7130
209.20,113.3326
209.28,115.3340
209.36,114.7150
209.44,116.2535
209.52,110.9815
209.60,114.7454
209.68,113.9429
209.76,113.3941
209.84,111.6029
209.92,118.0416
210.00,115.1945
210.08,112.6815
210.16,111.9848
210.24,112.8523
210.32,112.1822
210.40,112.2472
210.48,110.1567
210.56,110.8183
210.64,112.9123
210.72,115.5875
210.80,112.2035
210.88,113.4059
210.96,107.0908
211.04,109.5365
211.12,108.5398
211.20,113.5905
211.28,108.0032
211.36,110.2996
211.44,109.2435
211.52,109.7884
211.60,109.3607
211.68,110.8957
211.76,110.4130
211.84,111.8432
211.92,110.1835
212.00,110.6884
212.08,107.3067
212.16,108.7917
212.24,107.3973
212.32,110.0439
212.40,106.9900
212.48,106.3982
212.56,108.3765
212.64,107.4748
212.72,106.5242
212.80,107.2644
212.88,106.4556
212.96,104.6459
213.04,108.3019
213.12,107.2889
213.20,106.7834
213.28,106.6468
213.36,107.6096
213.44,109.3691
213.52,109.2976
213.60,107.6618
213.68,107.0698
213.76,105.8466
213.84,106.2993
213.92,110.4063
214.00,108.8221
214.08,106.2723
214.16,107.4488
214.24,108.6480
214.32,108.9830
214.40,108.4378
214.48,107.8248
214.56,109.1893
214.64,108.2710
214.72,109.1575
214.80,105.5526
214.88,108.4032
214.96,108.2454
215.04,109.7894
215.12,109.0796
215.20,104.9623
215.28,106.0917
215.36,105.5507
215.44,105.9801
215.52,105.6414
215.60,107.2271
215.68,106.6954
215.76,105.7543
215.84,107.2644
215.92,106.3941
216.00,106.4193
216.08,107.1259
216.16,107.2011
216.24,107.3328
216.32,101.7284
216.40,106.9211
216.48,104.5461
216.56,103.7252
216.64,101.2428
216.72,106.6987
216.80,101.0518
216.88,102.1302
216.96,104.5965
217.04,106.8812
217.12,104.8619
217.20,107.1743
217.28,101.1059
217.36,102.8788
217.44,104.6541
217.52,104.6026
217.60,103.2766
217.68,102.7951
217.76,101.4050
217.84,101.8559
217.92,103.5090
218.00,102.3995
218.08,100.7546
218.16,97.6365
218.24,104.2945
218.32,103.0602
218.40,103.9089
218.48,104.7216
218.56,102.5292
218.64,95.4482
218.72,101.3528
218.80,102.1143
218.88,103.0463
218.96,101.0314
219.04,103.5536
219.12,101.8023
219.20,100.8147
219.28,101.4383
219.36,98.6394
219.44,98.9625
219.52,102.3051
219.60,102.4708
219.68,101.7789
219.76,98.8209
219.84,102.3059
219.92,102.9045
220.00,101.7636
220.08,96.4519
220.16,99.6362
220.24,100.6852
220.32,101.9789
220.40,99.3038
220.48,100.1954
220.56,100.9229
220.64,97.2426
220.72,94.9739
220.80,98.4969
220.88,100.3012
220.96,99.3304
221.04,100.6771
221.12,102.2809
221.20,102.2545
221.28,98.9871
221.36,99.2911
221.44,96.0862
221.52,99.8655
221.60,99.6135
221.68,99.8011
221.76,99.0561
221.84,99.5001
221.92,97.1897
222.00,98.0980
222.08,99.7189
222.16,97.9471
222.24,97.1102
222.32,98.4112
222.40,99.0030
222.48,95.3814
222.56,99.5598
222.64,96.5892
222.72,91.8670
222.80,98.8887
222.88,97.4146
222.96,94.5003
223.04,99.2149
223.12,94.5482
223.20,94.7816
223.28,96.5443
223.36,94.0674
223.44,91.0978
223.52,94.7333
223.60,94.9184
223.68,94.2175
223.76,94.6693
223.84,91.3612
223.92,93.5808
224.00,93.9384
224.08,94.8583
224.16,95.1262
224.24,93.8687
224.32,96.4442
224.40,94.9363
224.48,92.9153
224.56,97.2667
224.64,94.3886
224.72,96.6304
224.80,94.7817
224.88,95.6064
224.96,100.1537
225.04,96.8083
225.12,94.5496
225.20,94.6485
225.28,93.6267
225.36,93.9852
225.44,93.8044
225.52,91.1641
225.60,92.4011
225.68,91.1149
225.76,94.6548
225.84,93.7348
225.92,90.5946
226.00,93.4207
226.08,93.7860
226.16,91.7849
226.24,92.0347
226.32,89.9138
226.40,91.5614
226.48,92.3489
226.56,91.3065
226.64,91.3665
226.72,91.4206
226.80,91.7152
226.88,89.2029
226.96,92.0670
227.04,86.3332
227.12,90.7877
227.20,87.3720
227.28,86.4609
227.36,88.2708
227.44,89.5153
227.52,87.8221
227.60,88.1570
227.68,92.1820
227.76,91.2021
227.84,90.6096
227.92,93.1507
228.00,92.3220
228.08,87.9792
228.16,87.6633
228.24,87.4034
228.32,88.3207
228.40,84.1220
228.48,89.0437
228.56,85.5678
228.64,88.2714
228.72,82.8205
228.80,87.7791
228.88,90.7625
228.96,88.9302
229.04,85.0734
229.12,85.2507
229.20,86.3911
229.28,86.0421
229.36,88.3101
229.44,92.1328
229.52,89.5275
229.60,89.5288
229.68,90.4657
229.76,87.9830
229.84,85.1892
229.92,89.2705
230.00,89.1381
230.08,86.4229
230.16,89.0394
230.24,89.9654
230.32,83.0491
230.40,89.4501
230.48,83.6662
230.56,86.6626
230.64,86.2524
230.72,84.7237
230.80,87.1528
230.88,85.7313
230.96,83.1598
231.04,86.2709
231.12,86.0888
231.20,85.0676
231.28,85.8377
231.36,83.2949
231.44,87.1691
231.52,88.1651
231.60,89.8050
231.68,85.7392
231.76,87.6479
231.84,87.0124
231.92,80.9081
232.00,86.9044
232.08,86.4032
232.16,85.7326
232.24,86.3879
232.32,85.1585
232.40,86.1145
232.48,85.5872
232.56,84.6071
232.64,89.6362
232.72,87.0486
232.80,81.1212
232.88,85.3789
232.96,82.9996
233.04,83.0902
233.12,85.2791
233.20,83.8503
233.28,82.8760
233.36,81.1064
233.44,85.5772
233.52,84.2198
233.60,84.5697
233.68,80.3962
233.76,88.9543
233.84,83.6970
233.92,81.4006
234.00,84.7649
234.08,83.2429
234.16,88.2943
234.24,86.5895
234.32,85.4761
234.40,87.5115
234.48,80.0697
234.56,86.6373
234.64,85.6942
234.72,86.8605
234.80,85.9812
234.88,88.7789
234.96,86.4004
235.04,81.0201
235.12,87.2067
235.20,85.0282
235.28,83.7998
235.36,83.1903
235.44,85.6745
235.52,84.9991
235.60,81.1722
235.68,82.4712
235.76,84.8070
235.84,86.0552
235.92,85.0153
236.00,87.9076
236.08,82.9166
236.16,82.6804
236.24,83.2255
236.32,79.9067
236.40,80.3629
236.48,83.1994
236.56,84.7358
236.64,85.8268
236.72,85.7910
236.80,82.9561
236.88,86.7894
236.96,88.4499
237.04,86.7219
237.12,83.5042
237.20,83.9770
237.28,84.3879
237.36,88.1845
237.44,86.7387
237.52,86.5126
237.60,83.4820
237.68,82.1630
237.76,82.7561
237.84,81.2611
237.92,83.8672
238.00,84.5797
238.08,83.8142
238.16,84.4980
238.24,81.8990
238.32,82.0384
238.40,80.9897
238.48,81.9004
238.56,81.1621
238.64,80.0029
238.72,82.3082
238.80,81.1830
238.88,78.8080
238.96,80.2739
239.04,77.3462
239.12,79.5194
239.20,80.9085
239.28,80.9757
239.36,79.7320
239.44,76.7876
239.52,79.2166
239.60,82.7345
239.68,82.9666
239.76,80.7133
239.84,79.6696
239.92,81.4184
240.00,80.6524
240.08,81.7150
240.16,80.7287
240.24,81.1749
240.32,80.5022
240.40,81.9247
240.48,77.2553
240.56,79.3710
240.64,83.0927
240.72,80.7876
240.80,79.2380
240.88,82.2926
240.96,82.4547
241.04,80.5783
241.12,77.4513
241.20,78.2284
241.28,78.6928
241.36,78.8314
241.44,80.1109
241.52,78.2329
241.60,76.3644
241.68,80.3984
241.76,81.8333
241.84,81.8964
241.92,79.3539
242.00,82.2827
242.08,80.6183
242.16,80.7886
242.24,78.5955
242.32,78.1497
242.40,79.7095
242.48,78.6100
242.56,75.5226
242.64,79.7912
242.72,77.4888
242.80,
242.88,
242.96,
243.04,
243.12,
243.20,
243.28,
243.36,
243.44,
243.52,
243.60,
243.68,
243.76,
243.84,
243.92,
244.00,
244.08,
244.16,
244.24,
244.32,
244.40,
244.48,
244.56,
244.64,
244.72,
244.80,
244.88,
244.96,
245.04,
245.12,
245.20,
245.28,
245.36,
245.44,
245.52,
245.60,
245.68,
245.76,
245.84,
245.92,
246.00,
246.08,
246.16,
246.24,
246.32,
246.40,
246.48,
246.56,
246.64,
246.72,
246.80,
246.88,
246.96,
247.04,
247.12,
247.20,
247.28,
247.36,
247.44,
247.52,
247.60,
247.68,
247.76,
247.84,
247.92,
248.00,
248.08,
248.16,
248.24,
248.32,
248.40,
248.48,
248.56,
248.64,
248.72,
248.80,
248.88,
248.96,
249.04,
249.12,
249.20,
249.28,
249.36,
249.44,
249.52,
249.60,
249.68,
249.76,
249.84,
249.92,
250.00,
250.08,
250.16,
250.24,
250.32,
250.40,
250.48,
250.56,
250.64,
250.72,
250.80,
250.88,
250.96,
251.04,
251.12,
251.20,
251.28,
251.36,
251.44,
251.52,
251.60,
251.68,
251.76,
251.84,
251.92,
252.00,
252.08,
252.16,
252.24,
252.32,
252.40,
252.48,
252.56,
252.64,
252.72,
252.80,
252.88,
252.96,
253.04,
253.12,
253.20,
253.28,
253.36,
253.44,
253.52,
253.60,
253.68,
253.76,
253.84,
253.92,
254.00,
254.08,
254.16,
254.24,
254.32,
254.40,
254.48,
254.56,
254.64,
254.72,
254.80,
254.88,
254.96,
255.04,
255.12,
255.20,
255.28,
255.36,
255.44,
255.52,
255.60,
255.68,
255.76,
255.84,
255.92,
256.00,
256.08,
256.16,
256.24,
256.32,
256.40,
256.48,
256.56,
256.64,
256.72,
256.80,
256.88,
256.96,
257.04,
257.12,
257.20,
257.28,
257.36,
257.44,
257.52,
257.60,
257.68,
257.76,
257.84,
257.92,
258.00,
258.08,
258.16,
258.24,
258.32,
258.40,
258.48,
258.56,
258.64,
258.72,
258.80,
258.88,
258.96,
259.04,
259.12,
259.20,
259.28,
259.36,
259.44,
259.52,
259.60,
259.68,
259.76,
259.84,
259.92,
260.00,
260.08,
260.16,
260.24,
260.32,
260.40,
260.48,
260.56,
260.64,
260.72,
260.80,
260.88,
260.96,
261.04,
261.12,
261.20,
261.28,
261.36,
261.44,
261.52,
261.60,
261.68,
261.76,
261.84,
261.92,
262.00,
262.08,
262.16,
262.24,
262.32,
262.40,
262.48,
262.56,
262.64,
262.72,
262.80,
262.88,
262.96,
263.04,
263.12,
263.20,
263.28,
263.36,
263.44,
263.52,
263.60,
263.68,
263.76,
263.84,
263.92,
264.00,
264.08,
264.16,
264.24,
264.32,
264.40,
264.48,
264.56,
264.64,
264.72,
264.80,
264.88,
264.96,
265.04,
265.12,
265.20,
265.28,
265.36,
265.44,
265.52,
265.60,
265.68,
265.76,
265.84,
265.92,
266.00,
266.08,
266.16,
266.24,
266.32,
266.40,
266.48,
266.56,
266.64,
266.72,
266.80,
266.88,
266.96,
267.04,
267.12,
267.20,
267.28,
267.36,
267.44,
267.52,
267.60,
267.68,
267.76,
267.84,
267.92,
268.00,
268.08,
268.16,
268.24,
268.32,
268.40,
268.48,
268.56,
268.64,
268.72,
268.80,
268.88,
268.96,
269.04,
269.12,
269.20,
269.28,
269.36,
269.44,
269.52,
269.60,
269.68,
269.76,
269.84,
269.92,
270.00,
270.08,
270.16,
270.24,
270.32,
270.40,
270.48,
270.56,
270.64,
270.72,
270.80,
270.88,
270.96,
271.04,
271.12,
271.20,47.3717
271.28,47.9270
271.36,46.7896
271.44,48.0833
271.52,47.7791
271.60,50.3362
271.68,49.8124
271.76,50.3223
271.84,50.6348
271.92,50.4116
272.00,50.7449
272.08,50.5209
272.16,49.9173
272.24,46.6018
272.32,47.7660
272.40,52.6086
272.48,51.9218
272.56,49.9776
272.64,50.8380
272.72,52.3817
272.80,51.0993
272.88,53.7500
272.96,49.8985
273.04,49.2317
273.12,49.2706
273.20,48.4406
273.28,50.3531
273.36,50.0553
273.44,48.6893
273.52,51.3546
273.60,50.9699
273.68,47.0797
273.76,51.6529
273.84,52.1290
273.92,52.7288
274.00,51.3370
274.08,50.4274
274.16,49.1502
274.24,53.5997
274.32,49.9791
274.40,48.6100
274.48,51.3418
274.56,48.9263
274.64,49.2402
274.72,51.2175
274.80,49.8840
274.88,47.4929
274.96,49.2855
275.04,51.6634
275.12,45.5501
275.20,47.3293
275.28,51.7179
275.36,48.7597
275.44,48.9556
275.52,50.2670
275.60,50.8523
275.68,47.0625
275.76,49.0791
275.84,49.3578
275.92,50.0815
276.00,49.0291
276.08,48.9026
276.16,47.9742
276.24,47.3633
276.32,49.7394
276.40,50.4096
276.48,48.8033
276.56,47.7008
276.64,51.1815
276.72,47.4887
276.80,50.1973
276.88,48.4095
276.96,49.8167
277.04,47.7949
277.12,47.9674
277.20,50.0152
277.28,49.8855
277.36,48.6329
277.44,46.2820
277.52,49.1494
277.60,47.1848
277.68,48.5504
277.76,50.6849
277.84,49.9187
277.92,49.5209
278.00,47.5662
278.08,45.9706
278.16,47.8126
278.24,44.9570
278.32,47.3131
278.40,48.9254
278.48,45.4267
278.56,47.2694
278.64,46.9197
278.72,48.4141
278.80,49.0111
278.88,52.6592
278.96,48.6823
279.04,46.9851
279.12,47.3626
279.20,49.5001
279.28,49.9962
279.36,46.8051
279.44,45.7291
279.52,50.8411
279.60,49.1353
279.68,49.2418
279.76,45.7839
279.84,50.0010
279.92,51.8639
280.00,48.4498
280.08,48.7777
280.16,47.1718
280.24,49.0627
280.32,50.4859
280.40,50.1555
280.48,49.6299
280.56,51.2064
280.64,50.9273
280.72,54.9725
280.80,48.7140
280.88,51.1823
280.96,54.1866
281.04,51.5950
281.12,52.9688
281.20,50.0395
281.28,54.1428
281.36,49.8703
281.44,50.7745
281.52,48.8648
281.60,51.8766
281.68,48.4134
281.76,51.3863
281.84,51.0030
281.92,53.6538
282.00,46.2443
282.08,43.8980
282.16,52.1328
282.24,52.7803
282.32,48.9710
282.40,47.7067
282.48,52.3587
282.56,46.8741
282.64,45.8659
282.72,46.9272
282.80,45.3711
282.88,48.7216
282.96,45.4338
283.04,43.2177
283.12,44.4688
283.20,43.5130
283.28,40.8614
283.36,41.7281
283.44,36.3451
283.52,37.7189
283.60,36.2902
283.68,40.4475
283.76,41.4141
283.84,35.8151
283.92,43.9263
284.00,42.6194
284.08,42.8390
284.16,40.9888
284.24,40.6846
284.32,38.6959
284.40,38.2996
284.48,38.1891
284.56,39.5041
284.64,42.3141
284.72,39.7470
284.80,42.5787
284.88,37.8127
284.96,40.7894
285.04,39.7368
285.12,39.7433
285.20,35.8431
285.28,40.6305
285.36,42.1441
285.44,39.6428
285.52,40.2410
285.60,39.9378
285.68,41.1916
285.76,42.3431
285.84,40.3053
285.92,40.2929
286.00,40.6982
286.08,40.2626
286.16,40.6848
286.24,41.1639
286.32,42.7058
286.40,43.9108
286.48,38.6601
286.56,39.3155
286.64,38.0579
286.72,38.2740
286.80,42.3729
286.88,40.8512
286.96,40.9159
287.04,37.7792
287.12,35.8532
287.20,36.7432
287.28,37.4042
287.36,40.8924
287.44,38.0675
287.52,35.7476
287.60,42.2295
287.68,37.7851
287.76,35.9728
287.84,40.6814
287.92,44.1338
288.00,41.1863
288.08,44.9225
288.16,42.4690
288.24,40.1155
288.32,38.4992
288.40,36.4019
288.48,38.4327
288.56,37.6373
288.64,38.3952
288.72,36.3617
288.80,38.8484
288.88,37.9988
288.96,38.6212
289.04,39.7599
289.12,40.8760
289.20,37.6179
289.28,37.3037
289.36,38.6131
289.44,42.9690
289.52,40.1488
289.60,35.8863
289.68,39.4907
289.76,39.4654
289.84,40.3195
289.92,44.1396
290.00,41.3639
290.08,41.3144
290.16,44.1318
290.24,43.8014
290.32,44.2692
290.40,41.5075
290.48,43.6214
290.56,47.2819
290.64,41.9424
290.72,42.3352
290.80,42.8510
290.88,41.3402
290.96,41.2644
291.04,41.9380
291.12,42.0764
291.20,43.6352
291.28,42.3592
291.36,42.7800
291.44,41.5281
291.52,40.6883
291.60,40.1821
291.68,44.7492
291.76,43.2721
291.84,43.0665
291.92,43.7738
292.00,46.0089
292.08,43.2091
292.16,42.2896
292.24,46.1071
292.32,45.4901
292.40,44.2040
292.48,42.6163
292.56,42.7661
292.64,46.3335
292.72,46.7022
292.80,42.7959
292.88,46.4487
292.96,41.3549
293.04,43.0045
293.12,42.1992
293.20,45.9767
293.28,44.8945
293.36,46.6518
293.44,43.1740
293.52,43.8419
293.60,42.2471
293.68,40.3145
293.76,42.6803
293.84,41.4044
293.92,40.8999
294.00,44.5114
294.08,46.3418
294.16,45.2398
294.24,45.8742
294.32,45.6278
294.40,43.7774
294.48,42.4349
294.56,40.9587
294.64,42.6880
294.72,38.7879
294.80,39.6360
294.88,40.5995
294.96,39.9580
295.04,40.9587
295.12,43.4650
